country,iso3c,Scenario,Year,gini.baseyr,gini.minimum.abs,povline.trend.tgt,gini.realised.trend,abstgt.achieved,year.abstgt.achieved
Afghanistan,AFG,innovation,2020,33.271,26.2,1.9,33.271,TRUE,2067
Afghanistan,AFG,innovation,2021,33.271,26.2,1.9,32.6854304,TRUE,2067
Afghanistan,AFG,innovation,2022,33.271,26.2,1.9,32.11016682,TRUE,2067
Afghanistan,AFG,innovation,2023,33.271,26.2,1.9,31.54502789,TRUE,2067
Afghanistan,AFG,innovation,2024,33.271,26.2,1.9,30.9898354,TRUE,2067
Afghanistan,AFG,innovation,2025,33.271,26.2,1.9,30.44441429,TRUE,2067
Afghanistan,AFG,innovation,2026,33.271,26.2,1.9,29.9085926,TRUE,2067
Afghanistan,AFG,innovation,2027,33.271,26.2,1.9,29.38220137,TRUE,2067
Afghanistan,AFG,innovation,2028,33.271,26.2,1.9,28.86507463,TRUE,2067
Afghanistan,AFG,innovation,2029,33.271,26.2,1.9,28.35704932,TRUE,2067
Afghanistan,AFG,innovation,2030,33.271,26.2,1.949152592,27.85796525,TRUE,2067
Afghanistan,AFG,innovation,2031,33.271,26.2,2.0475361,27.36766506,TRUE,2067
Afghanistan,AFG,innovation,2032,33.271,26.2,2.138739463,26.88599415,TRUE,2067
Afghanistan,AFG,innovation,2033,33.271,26.2,2.223724513,26.41280066,TRUE,2067
Afghanistan,AFG,innovation,2034,33.271,26.2,2.303258679,26.2,TRUE,2067
Afghanistan,AFG,innovation,2035,33.271,26.2,2.377966673,26.2,TRUE,2067
Afghanistan,AFG,innovation,2036,33.271,26.2,2.498374818,26.2,TRUE,2067
Afghanistan,AFG,innovation,2037,33.271,26.2,2.610558661,26.2,TRUE,2067
Afghanistan,AFG,innovation,2038,33.271,26.2,2.715588908,26.2,TRUE,2067
Afghanistan,AFG,innovation,2039,33.271,26.2,2.814322897,26.2,TRUE,2067
Afghanistan,AFG,innovation,2040,33.271,26.2,2.907460678,26.2,TRUE,2067
Afghanistan,AFG,innovation,2041,33.271,26.2,3.049384704,26.2,TRUE,2067
Afghanistan,AFG,innovation,2042,33.271,26.2,3.182490513,26.2,TRUE,2067
Afghanistan,AFG,innovation,2043,33.271,26.2,3.307864845,26.2,TRUE,2067
Afghanistan,AFG,innovation,2044,33.271,26.2,3.426386521,26.2,TRUE,2067
Afghanistan,AFG,innovation,2045,33.271,26.2,3.538779078,26.2,TRUE,2067
Afghanistan,AFG,innovation,2046,33.271,26.2,3.701331808,26.2,TRUE,2067
Afghanistan,AFG,innovation,2047,33.271,26.2,3.854826929,26.2,TRUE,2067
Afghanistan,AFG,innovation,2048,33.271,26.2,4.000305653,26.2,TRUE,2067
Afghanistan,AFG,innovation,2049,33.271,26.2,4.138621008,26.2,TRUE,2067
Afghanistan,AFG,innovation,2050,33.271,26.2,4.270483008,26.2,TRUE,2067
Afghanistan,AFG,innovation,2051,33.271,26.2,4.450790323,26.2,TRUE,2067
Afghanistan,AFG,innovation,2052,33.271,26.2,4.622289713,26.2,TRUE,2067
Afghanistan,AFG,innovation,2053,33.271,26.2,4.78590859,26.2,TRUE,2067
Afghanistan,AFG,innovation,2054,33.271,26.2,4.94241896,26.2,TRUE,2067
Afghanistan,AFG,innovation,2055,33.271,26.2,5.092472136,26.2,TRUE,2067
Afghanistan,AFG,innovation,2056,33.271,26.2,5.283097619,26.2,TRUE,2067
Afghanistan,AFG,innovation,2057,33.271,26.2,5.465769569,26.2,TRUE,2067
Afghanistan,AFG,innovation,2058,33.271,26.2,5.641234052,26.2,TRUE,2067
Afghanistan,AFG,innovation,2059,33.271,26.2,5.810124513,26.2,TRUE,2067
Afghanistan,AFG,innovation,2060,33.271,26.2,5.972984549,26.2,TRUE,2067
Afghanistan,AFG,innovation,2061,33.271,26.2,6.157588067,26.2,TRUE,2067
Afghanistan,AFG,innovation,2062,33.271,26.2,6.33601008,26.2,TRUE,2067
Afghanistan,AFG,innovation,2063,33.271,26.2,6.508736175,26.2,TRUE,2067
Afghanistan,AFG,innovation,2064,33.271,26.2,6.676189811,26.2,TRUE,2067
Afghanistan,AFG,innovation,2065,33.271,26.2,6.838743048,26.2,TRUE,2067
Afghanistan,AFG,innovation,2066,33.271,26.2,7.02268668,26.2,TRUE,2067
Afghanistan,AFG,innovation,2067,33.271,26.2,7.201615032,26.2,TRUE,2067
Afghanistan,AFG,innovation,2068,33.271,26.2,7.375871867,26.2,TRUE,2067
Afghanistan,AFG,innovation,2069,33.271,26.2,7.545762327,26.2,TRUE,2067
Afghanistan,AFG,innovation,2070,33.271,26.2,7.711558808,26.2,TRUE,2067
Afghanistan,AFG,innovation,2071,33.271,26.2,7.897462186,26.2,TRUE,2067
Afghanistan,AFG,innovation,2072,33.271,26.2,8.079272303,26.2,TRUE,2067
Afghanistan,AFG,innovation,2073,33.271,26.2,8.257241327,26.2,TRUE,2067
Afghanistan,AFG,innovation,2074,33.271,26.2,8.431596099,26.2,TRUE,2067
Afghanistan,AFG,innovation,2075,33.271,26.2,8.602541573,26.2,TRUE,2067
Afghanistan,AFG,innovation,2076,33.271,26.2,8.789290872,26.2,TRUE,2067
Afghanistan,AFG,innovation,2077,33.271,26.2,8.972940701,26.2,TRUE,2067
Afghanistan,AFG,innovation,2078,33.271,26.2,9.153667118,26.2,TRUE,2067
Afghanistan,AFG,innovation,2079,33.271,26.2,9.331630541,26.2,TRUE,2067
Afghanistan,AFG,innovation,2080,33.271,26.2,9.506977622,26.2,TRUE,2067
Afghanistan,AFG,innovation,2081,33.271,26.2,9.692894501,26.2,TRUE,2067
Afghanistan,AFG,innovation,2082,33.271,26.2,9.876686613,26.2,TRUE,2067
Afghanistan,AFG,innovation,2083,33.271,26.2,10.05847297,26.2,TRUE,2067
Afghanistan,AFG,innovation,2084,33.271,26.2,10.23836349,26.2,TRUE,2067
Afghanistan,AFG,innovation,2085,33.271,26.2,10.41645995,26.2,TRUE,2067
Afghanistan,AFG,innovation,2086,33.271,26.2,10.60087385,26.2,TRUE,2067
Afghanistan,AFG,innovation,2087,33.271,26.2,10.78408095,26.2,TRUE,2067
Afghanistan,AFG,innovation,2088,33.271,26.2,10.96616219,26.2,TRUE,2067
Afghanistan,AFG,innovation,2089,33.271,26.2,11.14719361,26.2,TRUE,2067
Afghanistan,AFG,innovation,2090,33.271,26.2,11.32724673,26.2,TRUE,2067
Afghanistan,AFG,innovation,2091,33.271,26.2,11.51029398,26.2,TRUE,2067
Afghanistan,AFG,innovation,2092,33.271,26.2,11.6929722,26.2,TRUE,2067
Afghanistan,AFG,innovation,2093,33.271,26.2,11.87534113,26.2,TRUE,2067
Afghanistan,AFG,innovation,2094,33.271,26.2,12.05745811,26.2,TRUE,2067
Afghanistan,AFG,innovation,2095,33.271,26.2,12.23937831,26.2,TRUE,2067
Afghanistan,AFG,innovation,2096,33.271,26.2,12.42011982,26.2,TRUE,2067
Afghanistan,AFG,innovation,2097,33.271,26.2,12.60125213,26.2,TRUE,2067
Afghanistan,AFG,innovation,2098,33.271,26.2,12.78282596,26.2,TRUE,2067
Afghanistan,AFG,innovation,2099,33.271,26.2,12.96489134,26.2,TRUE,2067
Afghanistan,AFG,innovation,2100,33.271,26.2,13.14749774,26.2,TRUE,2067
Afghanistan,AFG,service,2020,33.271,24.8,1.9,33.271,TRUE,2061
Afghanistan,AFG,service,2021,33.271,24.8,1.9,32.5590006,TRUE,2061
Afghanistan,AFG,service,2022,33.271,24.8,1.9,31.86223799,TRUE,2061
Afghanistan,AFG,service,2023,33.271,24.8,1.9,31.18038609,TRUE,2061
Afghanistan,AFG,service,2024,33.271,24.8,1.9,30.51312583,TRUE,2061
Afghanistan,AFG,service,2025,33.271,24.8,1.9,29.86014494,TRUE,2061
Afghanistan,AFG,service,2026,33.271,24.8,1.9,29.22113784,TRUE,2061
Afghanistan,AFG,service,2027,33.271,24.8,1.9,28.59580549,TRUE,2061
Afghanistan,AFG,service,2028,33.271,24.8,1.9,27.98385525,TRUE,2061
Afghanistan,AFG,service,2029,33.271,24.8,1.9,27.38500075,TRUE,2061
Afghanistan,AFG,service,2030,33.271,24.8,1.914230545,26.79896173,TRUE,2061
Afghanistan,AFG,service,2031,33.271,24.8,1.996818062,26.22546395,TRUE,2061
Afghanistan,AFG,service,2032,33.271,24.8,2.073815334,25.66423902,TRUE,2061
Afghanistan,AFG,service,2033,33.271,24.8,2.145901637,25.11502431,TRUE,2061
Afghanistan,AFG,service,2034,33.271,24.8,2.213632228,24.8,TRUE,2061
Afghanistan,AFG,service,2035,33.271,24.8,2.277468289,24.8,TRUE,2061
Afghanistan,AFG,service,2036,33.271,24.8,2.376017209,24.8,TRUE,2061
Afghanistan,AFG,service,2037,33.271,24.8,2.46836244,24.8,TRUE,2061
Afghanistan,AFG,service,2038,33.271,24.8,2.55523161,24.8,TRUE,2061
Afghanistan,AFG,service,2039,33.271,24.8,2.637221963,24.8,TRUE,2061
Afghanistan,AFG,service,2040,33.271,24.8,2.714831381,24.8,TRUE,2061
Afghanistan,AFG,service,2041,33.271,24.8,2.828121544,24.8,TRUE,2061
Afghanistan,AFG,service,2042,33.271,24.8,2.934963729,24.8,TRUE,2061
Afghanistan,AFG,service,2043,33.271,24.8,3.036069405,24.8,TRUE,2061
Afghanistan,AFG,service,2044,33.271,24.8,3.132028141,24.8,TRUE,2061
Afghanistan,AFG,service,2045,33.271,24.8,3.223335461,24.8,TRUE,2061
Afghanistan,AFG,service,2046,33.271,24.8,3.350012994,24.8,TRUE,2061
Afghanistan,AFG,service,2047,33.271,24.8,3.470260713,24.8,TRUE,2061
Afghanistan,AFG,service,2048,33.271,24.8,3.584736894,24.8,TRUE,2061
Afghanistan,AFG,service,2049,33.271,24.8,3.693993646,24.8,TRUE,2061
Afghanistan,AFG,service,2050,33.271,24.8,3.798499837,24.8,TRUE,2061
Afghanistan,AFG,service,2051,33.271,24.8,3.936101668,24.8,TRUE,2061
Afghanistan,AFG,service,2052,33.271,24.8,4.06761015,24.8,TRUE,2061
Afghanistan,AFG,service,2053,33.271,24.8,4.193594536,24.8,TRUE,2061
Afghanistan,AFG,service,2054,33.271,24.8,4.314539128,24.8,TRUE,2061
Afghanistan,AFG,service,2055,33.271,24.8,4.430860323,24.8,TRUE,2061
Afghanistan,AFG,service,2056,33.271,24.8,4.577162089,24.8,TRUE,2061
Afghanistan,AFG,service,2057,33.271,24.8,4.717860951,24.8,TRUE,2061
Afghanistan,AFG,service,2058,33.271,24.8,4.85343133,24.8,TRUE,2061
Afghanistan,AFG,service,2059,33.271,24.8,4.984282735,24.8,TRUE,2061
Afghanistan,AFG,service,2060,33.271,24.8,5.110771741,24.8,TRUE,2061
Afghanistan,AFG,service,2061,33.271,24.8,5.263001567,24.8,TRUE,2061
Afghanistan,AFG,service,2062,33.271,24.8,5.410269233,24.8,TRUE,2061
Afghanistan,AFG,service,2063,33.271,24.8,5.55295248,24.8,TRUE,2061
Afghanistan,AFG,service,2064,33.271,24.8,5.691382148,24.8,TRUE,2061
Afghanistan,AFG,service,2065,33.271,24.8,5.825850048,24.8,TRUE,2061
Afghanistan,AFG,service,2066,33.271,24.8,5.981763071,24.8,TRUE,2061
Afghanistan,AFG,service,2067,33.271,24.8,6.133442061,24.8,TRUE,2061
Afghanistan,AFG,service,2068,33.271,24.8,6.28117594,24.8,TRUE,2061
Afghanistan,AFG,service,2069,33.271,24.8,6.425221308,24.8,TRUE,2061
Afghanistan,AFG,service,2070,33.271,24.8,6.565807336,24.8,TRUE,2061
Afghanistan,AFG,service,2071,33.271,24.8,6.723977282,24.8,TRUE,2061
Afghanistan,AFG,service,2072,33.271,24.8,6.87866683,24.8,TRUE,2061
Afghanistan,AFG,service,2073,33.271,24.8,7.030090251,24.8,TRUE,2061
Afghanistan,AFG,service,2074,33.271,24.8,7.17844031,24.8,TRUE,2061
Afghanistan,AFG,service,2075,33.271,24.8,7.323891186,24.8,TRUE,2061
Afghanistan,AFG,service,2076,33.271,24.8,7.482863937,24.8,TRUE,2061
Afghanistan,AFG,service,2077,33.271,24.8,7.639198562,24.8,TRUE,2061
Afghanistan,AFG,service,2078,33.271,24.8,7.793044899,24.8,TRUE,2061
Afghanistan,AFG,service,2079,33.271,24.8,7.944539475,24.8,TRUE,2061
Afghanistan,AFG,service,2080,33.271,24.8,8.093807102,24.8,TRUE,2061
Afghanistan,AFG,service,2081,33.271,24.8,8.252083571,24.8,TRUE,2061
Afghanistan,AFG,service,2082,33.271,24.8,8.408551241,24.8,TRUE,2061
Afghanistan,AFG,service,2083,33.271,24.8,8.563311426,24.8,TRUE,2061
Afghanistan,AFG,service,2084,33.271,24.8,8.716457693,24.8,TRUE,2061
Afghanistan,AFG,service,2085,33.271,24.8,8.86807668,24.8,TRUE,2061
Afghanistan,AFG,service,2086,33.271,24.8,9.025067746,24.8,TRUE,2061
Afghanistan,AFG,service,2087,33.271,24.8,9.181031607,24.8,TRUE,2061
Afghanistan,AFG,service,2088,33.271,24.8,9.336037182,24.8,TRUE,2061
Afghanistan,AFG,service,2089,33.271,24.8,9.490149174,24.8,TRUE,2061
Afghanistan,AFG,service,2090,33.271,24.8,9.643428463,24.8,TRUE,2061
Afghanistan,AFG,service,2091,33.271,24.8,9.799178803,24.8,TRUE,2061
Afghanistan,AFG,service,2092,33.271,24.8,9.954616344,24.8,TRUE,2061
Afghanistan,AFG,service,2093,33.271,24.8,10.10979186,24.8,TRUE,2061
Afghanistan,AFG,service,2094,33.271,24.8,10.26475408,24.8,TRUE,2061
Afghanistan,AFG,service,2095,33.271,24.8,10.41954991,24.8,TRUE,2061
Afghanistan,AFG,service,2096,33.271,24.8,10.57256924,24.8,TRUE,2061
Afghanistan,AFG,service,2097,33.271,24.8,10.72593025,24.8,TRUE,2061
Afghanistan,AFG,service,2098,33.271,24.8,10.8796755,24.8,TRUE,2061
Afghanistan,AFG,service,2099,33.271,24.8,11.03384702,24.8,TRUE,2061
Afghanistan,AFG,service,2100,33.271,24.8,11.18848636,24.8,TRUE,2061
Afghanistan,AFG,society,2020,33.271,24,1.9,33.271,TRUE,2056
Afghanistan,AFG,society,2021,33.271,24,1.9,32.4458792,TRUE,2056
Afghanistan,AFG,society,2022,33.271,24,1.9,31.6412214,TRUE,2056
Afghanistan,AFG,society,2023,33.271,24,1.9,30.85651911,TRUE,2056
Afghanistan,AFG,society,2024,33.271,24,1.9,30.09127743,TRUE,2056
Afghanistan,AFG,society,2025,33.271,24,1.9,29.34501375,TRUE,2056
Afghanistan,AFG,society,2026,33.271,24,1.9,28.61725741,TRUE,2056
Afghanistan,AFG,society,2027,33.271,24,1.9,27.90754943,TRUE,2056
Afghanistan,AFG,society,2028,33.271,24,1.9,27.2154422,TRUE,2056
Afghanistan,AFG,society,2029,33.271,24,1.9,26.54049923,TRUE,2056
Afghanistan,AFG,society,2030,33.271,24,1.91423012,25.88229485,TRUE,2056
Afghanistan,AFG,society,2031,33.271,24,1.996816911,25.24041394,TRUE,2056
Afghanistan,AFG,society,2032,33.271,24,2.073813528,24.61445167,TRUE,2056
Afghanistan,AFG,society,2033,33.271,24,2.145899237,24.00401327,TRUE,2056
Afghanistan,AFG,society,2034,33.271,24,2.213629283,24,TRUE,2056
Afghanistan,AFG,society,2035,33.271,24,2.277464841,24,TRUE,2056
Afghanistan,AFG,society,2036,33.271,24,2.376010077,24,TRUE,2056
Afghanistan,AFG,society,2037,33.271,24,2.468351969,24,TRUE,2056
Afghanistan,AFG,society,2038,33.271,24,2.555218087,24,TRUE,2056
Afghanistan,AFG,society,2039,33.271,24,2.63720563,24,TRUE,2056
Afghanistan,AFG,society,2040,33.271,24,2.714812448,24,TRUE,2056
Afghanistan,AFG,society,2041,33.271,24,2.828084598,24,TRUE,2056
Afghanistan,AFG,society,2042,33.271,24,2.934910332,24,TRUE,2056
Afghanistan,AFG,society,2043,33.271,24,3.03600087,24,TRUE,2056
Afghanistan,AFG,society,2044,33.271,24,3.131945588,24,TRUE,2056
Afghanistan,AFG,society,2045,33.271,24,3.22323986,24,TRUE,2056
Afghanistan,AFG,society,2046,33.271,24,3.349834853,24,TRUE,2056
Afghanistan,AFG,society,2047,33.271,24,3.470006563,24,TRUE,2056
Afghanistan,AFG,society,2048,33.271,24,3.584412296,24,TRUE,2056
Afghanistan,AFG,society,2049,33.271,24,3.693603395,24,TRUE,2056
Afghanistan,AFG,society,2050,33.271,24,3.798048113,24,TRUE,2056
Afghanistan,AFG,society,2051,33.271,24,3.935305614,24,TRUE,2056
Afghanistan,AFG,society,2052,33.271,24,4.066494135,24,TRUE,2056
Afghanistan,AFG,society,2053,33.271,24,4.192179601,24,TRUE,2056
Afghanistan,AFG,society,2054,33.271,24,4.312843637,24,TRUE,2056
Afghanistan,AFG,society,2055,33.271,24,4.428900451,24,TRUE,2056
Afghanistan,AFG,society,2056,33.271,24,4.573917476,24,TRUE,2056
Afghanistan,AFG,society,2057,33.271,24,4.713412061,24,TRUE,2056
Afghanistan,AFG,society,2058,33.271,24,4.847848633,24,TRUE,2056
Afghanistan,AFG,society,2059,33.271,24,4.977628491,24,TRUE,2056
Afghanistan,AFG,society,2060,33.271,24,5.103101386,24,TRUE,2056
Afghanistan,AFG,society,2061,33.271,24,5.251130903,24,TRUE,2056
Afghanistan,AFG,society,2062,33.271,24,5.394426885,24,TRUE,2056
Afghanistan,AFG,society,2063,33.271,24,5.533341634,24,TRUE,2056
Afghanistan,AFG,society,2064,33.271,24,5.668184648,24,TRUE,2056
Afghanistan,AFG,society,2065,33.271,24,5.799229655,24,TRUE,2056
Afghanistan,AFG,society,2066,33.271,24,5.943416261,24,TRUE,2056
Afghanistan,AFG,society,2067,33.271,24,6.08390904,24,TRUE,2056
Afghanistan,AFG,society,2068,33.271,24,6.220944094,24,TRUE,2056
Afghanistan,AFG,society,2069,33.271,24,6.354732702,24,TRUE,2056
Afghanistan,AFG,society,2070,33.271,24,6.485464864,24,TRUE,2056
Afghanistan,AFG,society,2071,33.271,24,6.616677706,24,TRUE,2056
Afghanistan,AFG,society,2072,33.271,24,6.745420519,24,TRUE,2056
Afghanistan,AFG,society,2073,33.271,24,6.871822784,24,TRUE,2056
Afghanistan,AFG,society,2074,33.271,24,6.996002832,24,TRUE,2056
Afghanistan,AFG,society,2075,33.271,24,7.11806915,24,TRUE,2056
Afghanistan,AFG,society,2076,33.271,24,7.227791798,24,TRUE,2056
Afghanistan,AFG,society,2077,33.271,24,7.336272959,24,TRUE,2056
Afghanistan,AFG,society,2078,33.271,24,7.44356432,24,TRUE,2056
Afghanistan,AFG,society,2079,33.271,24,7.549714235,24,TRUE,2056
Afghanistan,AFG,society,2080,33.271,24,7.654768019,24,TRUE,2056
Afghanistan,AFG,society,2081,33.271,24,7.740856367,24,TRUE,2056
Afghanistan,AFG,society,2082,33.271,24,7.82657125,24,TRUE,2056
Afghanistan,AFG,society,2083,33.271,24,7.911928496,24,TRUE,2056
Afghanistan,AFG,society,2084,33.271,24,7.996943293,24,TRUE,2056
Afghanistan,AFG,society,2085,33.271,24,8.081630227,24,TRUE,2056
Afghanistan,AFG,society,2086,33.271,24,8.148187059,24,TRUE,2056
Afghanistan,AFG,society,2087,33.271,24,8.214853622,24,TRUE,2056
Afghanistan,AFG,society,2088,33.271,24,8.281635947,24,TRUE,2056
Afghanistan,AFG,society,2089,33.271,24,8.34854003,24,TRUE,2056
Afghanistan,AFG,society,2090,33.271,24,8.415571843,24,TRUE,2056
Afghanistan,AFG,society,2091,33.271,24,8.467912998,24,TRUE,2056
Afghanistan,AFG,society,2092,33.271,24,8.520603975,24,TRUE,2056
Afghanistan,AFG,society,2093,33.271,24,8.573650949,24,TRUE,2056
Afghanistan,AFG,society,2094,33.271,24,8.62706022,24,TRUE,2056
Afghanistan,AFG,society,2095,33.271,24,8.680838212,24,TRUE,2056
Afghanistan,AFG,society,2096,33.271,24,8.72278814,24,TRUE,2056
Afghanistan,AFG,society,2097,33.271,24,8.765197035,24,TRUE,2056
Afghanistan,AFG,society,2098,33.271,24,8.808073787,24,TRUE,2056
Afghanistan,AFG,society,2099,33.271,24,8.851427526,24,TRUE,2056
Afghanistan,AFG,society,2100,33.271,24,8.895267638,24,TRUE,2056
Albania,ALB,innovation,2020,29.420202,26.2,5.791644782,29.420202,FALSE,NA
Albania,ALB,innovation,2021,29.420202,26.2,5.980762712,28.90240644,FALSE,NA
Albania,ALB,innovation,2022,29.420202,26.2,6.149698289,28.39372409,FALSE,NA
Albania,ALB,innovation,2023,29.420202,26.2,6.310332391,27.89399455,FALSE,NA
Albania,ALB,innovation,2024,29.420202,26.2,6.460828824,27.40306024,FALSE,NA
Albania,ALB,innovation,2025,29.420202,26.2,6.606716352,26.92076638,FALSE,NA
Albania,ALB,innovation,2026,29.420202,26.2,6.755394848,26.44696089,FALSE,NA
Albania,ALB,innovation,2027,29.420202,26.2,6.872643925,26.2,FALSE,NA
Albania,ALB,innovation,2028,29.420202,26.2,6.989704674,26.2,FALSE,NA
Albania,ALB,innovation,2029,29.420202,26.2,7.106620798,26.2,FALSE,NA
Albania,ALB,innovation,2030,29.420202,26.2,7.223434259,26.2,FALSE,NA
Albania,ALB,innovation,2031,29.420202,26.2,7.353076616,26.2,FALSE,NA
Albania,ALB,innovation,2032,29.420202,26.2,7.482879078,26.2,FALSE,NA
Albania,ALB,innovation,2033,29.420202,26.2,7.61289364,26.2,FALSE,NA
Albania,ALB,innovation,2034,29.420202,26.2,7.743171033,26.2,FALSE,NA
Albania,ALB,innovation,2035,29.420202,26.2,7.873760896,26.2,FALSE,NA
Albania,ALB,innovation,2036,29.420202,26.2,7.998446684,26.2,FALSE,NA
Albania,ALB,innovation,2037,29.420202,26.2,8.123886179,26.2,FALSE,NA
Albania,ALB,innovation,2038,29.420202,26.2,8.250126027,26.2,FALSE,NA
Albania,ALB,innovation,2039,29.420202,26.2,8.37721325,26.2,FALSE,NA
Albania,ALB,innovation,2040,29.420202,26.2,8.505195349,26.2,FALSE,NA
Albania,ALB,innovation,2041,29.420202,26.2,8.625577836,26.2,FALSE,NA
Albania,ALB,innovation,2042,29.420202,26.2,8.747216962,26.2,FALSE,NA
Albania,ALB,innovation,2043,29.420202,26.2,8.870163959,26.2,FALSE,NA
Albania,ALB,innovation,2044,29.420202,26.2,8.994471628,26.2,FALSE,NA
Albania,ALB,innovation,2045,29.420202,26.2,9.120194456,26.2,FALSE,NA
Albania,ALB,innovation,2046,29.420202,26.2,9.231686633,26.2,FALSE,NA
Albania,ALB,innovation,2047,29.420202,26.2,9.344824591,26.2,FALSE,NA
Albania,ALB,innovation,2048,29.420202,26.2,9.459667317,26.2,FALSE,NA
Albania,ALB,innovation,2049,29.420202,26.2,9.576276382,26.2,FALSE,NA
Albania,ALB,innovation,2050,29.420202,26.2,9.694716101,26.2,FALSE,NA
Albania,ALB,innovation,2051,29.420202,26.2,9.800482525,26.2,FALSE,NA
Albania,ALB,innovation,2052,29.420202,26.2,9.908250605,26.2,FALSE,NA
Albania,ALB,innovation,2053,29.420202,26.2,10.01809492,26.2,FALSE,NA
Albania,ALB,innovation,2054,29.420202,26.2,10.13009388,26.2,FALSE,NA
Albania,ALB,innovation,2055,29.420202,26.2,10.24433003,26.2,FALSE,NA
Albania,ALB,innovation,2056,29.420202,26.2,10.34695437,26.2,FALSE,NA
Albania,ALB,innovation,2057,29.420202,26.2,10.45184207,26.2,FALSE,NA
Albania,ALB,innovation,2058,29.420202,26.2,10.55908313,26.2,FALSE,NA
Albania,ALB,innovation,2059,29.420202,26.2,10.66877267,26.2,FALSE,NA
Albania,ALB,innovation,2060,29.420202,26.2,10.78101126,26.2,FALSE,NA
Albania,ALB,innovation,2061,29.420202,26.2,10.87910376,26.2,FALSE,NA
Albania,ALB,innovation,2062,29.420202,26.2,10.97963854,26.2,FALSE,NA
Albania,ALB,innovation,2063,29.420202,26.2,11.0827194,26.2,FALSE,NA
Albania,ALB,innovation,2064,29.420202,26.2,11.18845646,26.2,FALSE,NA
Albania,ALB,innovation,2065,29.420202,26.2,11.29696658,26.2,FALSE,NA
Albania,ALB,innovation,2066,29.420202,26.2,11.38708147,26.2,FALSE,NA
Albania,ALB,innovation,2067,29.420202,26.2,11.47973958,26.2,FALSE,NA
Albania,ALB,innovation,2068,29.420202,26.2,11.57505835,26.2,FALSE,NA
Albania,ALB,innovation,2069,29.420202,26.2,11.67316289,26.2,FALSE,NA
Albania,ALB,innovation,2070,29.420202,26.2,11.7741866,26.2,FALSE,NA
Albania,ALB,innovation,2071,29.420202,26.2,11.86103893,26.2,FALSE,NA
Albania,ALB,innovation,2072,29.420202,26.2,11.95056721,26.2,FALSE,NA
Albania,ALB,innovation,2073,29.420202,26.2,12.04290392,26.2,FALSE,NA
Albania,ALB,innovation,2074,29.420202,26.2,12.13819076,26.2,FALSE,NA
Albania,ALB,innovation,2075,29.420202,26.2,12.23657948,26.2,FALSE,NA
Albania,ALB,innovation,2076,29.420202,26.2,12.32489596,26.2,FALSE,NA
Albania,ALB,innovation,2077,29.420202,26.2,12.41615679,26.2,FALSE,NA
Albania,ALB,innovation,2078,29.420202,26.2,12.51051847,26.2,FALSE,NA
Albania,ALB,innovation,2079,29.420202,26.2,12.60814917,26.2,FALSE,NA
Albania,ALB,innovation,2080,29.420202,26.2,12.70922984,26.2,FALSE,NA
Albania,ALB,innovation,2081,29.420202,26.2,12.79953824,26.2,FALSE,NA
Albania,ALB,innovation,2082,29.420202,26.2,12.89310029,26.2,FALSE,NA
Albania,ALB,innovation,2083,29.420202,26.2,12.99010185,26.2,FALSE,NA
Albania,ALB,innovation,2084,29.420202,26.2,13.09074362,26.2,FALSE,NA
Albania,ALB,innovation,2085,29.420202,26.2,13.19524265,26.2,FALSE,NA
Albania,ALB,innovation,2086,29.420202,26.2,13.28829645,26.2,FALSE,NA
Albania,ALB,innovation,2087,29.420202,26.2,13.38495492,26.2,FALSE,NA
Albania,ALB,innovation,2088,29.420202,26.2,13.48543864,26.2,FALSE,NA
Albania,ALB,innovation,2089,29.420202,26.2,13.58998702,26.2,FALSE,NA
Albania,ALB,innovation,2090,29.420202,26.2,13.69886038,26.2,FALSE,NA
Albania,ALB,innovation,2091,29.420202,26.2,13.7949194,26.2,FALSE,NA
Albania,ALB,innovation,2092,29.420202,26.2,13.89488267,26.2,FALSE,NA
Albania,ALB,innovation,2093,29.420202,26.2,13.99900036,26.2,FALSE,NA
Albania,ALB,innovation,2094,29.420202,26.2,14.10754495,26.2,FALSE,NA
Albania,ALB,innovation,2095,29.420202,26.2,14.22081389,26.2,FALSE,NA
Albania,ALB,innovation,2096,29.420202,26.2,14.32303755,26.2,FALSE,NA
Albania,ALB,innovation,2097,29.420202,26.2,14.42967404,26.2,FALSE,NA
Albania,ALB,innovation,2098,29.420202,26.2,14.54102353,26.2,FALSE,NA
Albania,ALB,innovation,2099,29.420202,26.2,14.65741467,26.2,FALSE,NA
Albania,ALB,innovation,2100,29.420202,26.2,14.77920808,26.2,FALSE,NA
Albania,ALB,service,2020,29.420202,24.8,5.791644782,29.420202,TRUE,2049
Albania,ALB,service,2021,29.420202,24.8,5.956871764,28.79060968,TRUE,2049
Albania,ALB,service,2022,29.420202,24.8,6.104124557,28.17449063,TRUE,2049
Albania,ALB,service,2023,29.420202,24.8,6.244013765,27.57155653,TRUE,2049
Albania,ALB,service,2024,29.420202,24.8,6.375123274,26.98152522,TRUE,2049
Albania,ALB,service,2025,29.420202,24.8,6.502445926,26.40412058,TRUE,2049
Albania,ALB,service,2026,29.420202,24.8,6.63263777,25.8390724,TRUE,2049
Albania,ALB,service,2027,29.420202,24.8,6.73529683,25.28611625,TRUE,2049
Albania,ALB,service,2028,29.420202,24.8,6.837956892,24.8,TRUE,2049
Albania,ALB,service,2029,29.420202,24.8,6.940648453,24.8,TRUE,2049
