Model,Scenario,Region,Variable,Unit,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,Absolute target achieved,Base gini imputed,Share of final consumption among GDP imputed
SHAPE_Gini,society,COL,Gini,NA,54.024551,52.6847421352,51.37816053024704,50.10398214909691,48.8614033917993,47.64964058768268,46.467929501108145,45.31552484948067,44.19169983321354,43.09574567734984,42.02697118455156,40.984702299174685,39.96828168215515,38.9770682964377,38.01043700268605,37.067778165019426,36.148497266526945,35.25201453431708,34.37776457386601,33.52519601243413,32.69377115132576,31.882965626772883,31.092268079228912,30.321179830864033,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,FALSE,FALSE
SHAPE_Gini,innovation,COM,Gini,NA,61.571423,60.487765955200004,59.42318127438849,58.37733328395925,57.34989221816157,56.34053411512193,55.34894071469579,54.37479935811715,53.41780288941429,52.4776495585606,51.554042926329934,50.646691770826536,49.755309995659985,48.879616539736375,48.019335288637016,47.17419498755701,46.343929155776,45.52827600263436,44.72697834498799,43.9397835261162,43.16644333605656,42.40671393334197,41.660355768115146,40.92713350659632,40.206815956880234,39.49917599603914,38.80399049850885,38.121040265735104,37.45010995705816,36.790988021813945,36.14346663263002,35.50734161989573,34.882412407385566,34.26848194901559,33.66535666671292,33.072846389378775,32.490764292925704,31.918926841370208,31.3571537289621,30.805267823332372,30.263095109641718,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,FALSE,FALSE
SHAPE_Gini,service,COM,Gini,NA,61.571423,60.253794547800005,58.964363344477086,57.702525968905285,56.467691913170704,55.25928330622885,54.076734643475554,52.91949252210519,51.78701538213214,50.67877325295451,49.59424750534128,48.53293060872698,47.49432589370022,46.47794731957504,45.48331924693614,44.5099762150517,43.5574627240496,42.62533302175494,41.713150895089385,40.82048946593447,39.94693099136347,39.0920666681483,38.25549644144992,37.436828817602894,36.6356806809062,35.851677114334805,35.08445122408804,34.333643967892556,33.59890398697966,32.87988744165829,32.176257850406806,31.4876859324081,30.81384945345457,30.154433075150642,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,FALSE,FALSE
SHAPE_Gini,society,COM,Gini,NA,61.571423,60.0444517096,58.555349307201915,57.10317664438331,55.6870178636026,54.30597982058525,52.95919152103474,51.645803571313074,50.3649876427445,49.11593594920444,47.89786073766417,46.709993791370096,45.551585945344115,44.42190661389957,43.32024332987487,42.24590129529397,41.19820294317068,40.17648751018004,39.18011061992757,38.20844387655337,37.26087446841484,36.336804781598154,35.43565202301451,34.55684785284375,33.699838026093225,32.86408204304612,32.04905280837857,31.254236298730778,30.479131238522253,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,FALSE,FALSE
SHAPE_Gini,innovation,COD,Gini,NA,47.859947,47.0176119328,46.19010196278273,45.37715616823775,44.578518219676766,43.793936299010454,43.02316302014788,42.26595535099327,41.5220745368158,40.79128602496784,40.07335939092841,39.36806826564808,38.67519026417266,37.99450691552323,37.32580359381002,36.668869450558965,36.023497348229135,35.38948379490031,34.76662888011006,34.15473621182012,33.553612854492094,32.96306926825304,32.38291924913178,31.81297987034706,31.253071424628956,30.70301736755549,30.162644261886513,29.63178172287731,29.11026236455467,28.597921746938514,28.094598324192393,27.600133393686612,27.114371045957725,26.637158115548875,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,26.39469519095809,TRUE,FALSE,FALSE
SHAPE_Gini,service,COD,Gini,NA,47.859947,46.8357441342,45.83345920972812,44.852623182639945,43.89277704653144,42.95347161773567,42.03426732511613,41.13473400435865,40.25445069666537,39.393005451756736,38.54999513508914,37.72502523919824,36.917709699079396,36.127670711519094,35.35453855829259,34.59795143314513,33.85755527247582,33.133003589644844,32.423957312826445,31.73008462633196,31.05106081532845,30.38656811388043,29.736295556243387,29.099938831339777,28.477200140349108,27.86778805734564,27.27141739291844,26.687809060709988,26.116689946810794,25.557792781949043,25.01085601641534,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,TRUE,FALSE,FALSE
SHAPE_Gini,society,COD,Gini,NA,47.859947,46.6730203144,45.51552941060287,44.38674428121992,43.285953023045664,42.21246138807413,41.16559234564989,40.14468565547777,39.14909745122192,38.17819983443162,37.23138047853771,36.30804224266998,35.40760279505176,34.52949424573447,33.67316278844026,32.838068351286935,32.02368425617502,31.229496886621874,30.45500536383365,29.699721230810578,28.96316814428647,28.244881574308167,27.54440851126532,26.86130718018594,26.19514676211733,25.54550712241682,24.91197854578088,24.29416147784551,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,TRUE,FALSE,FALSE
SHAPE_Gini,innovation,COG,Gini,NA,45.632988,44.8298474112,44.04084209676289,43.265723275859855,42.504246546204726,41.756171806991524,41.02126318318848,40.299288951164364,39.59002146562387,38.893237087828894,38.20871611508311,37.536242711457646,36.87560483973599,36.22659419455664,35.58900613673244,34.96263962872596,34.34729717126038,33.7427847410462,33.14891172960379,32.56549088316277,31.992338243619102,31.42927309053141,30.876117884138054,30.332698209377227,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,FALSE,FALSE
SHAPE_Gini,service,COG,Gini,NA,45.632988,44.656442056799996,43.70079419678448,42.765597200973296,41.850413420872464,40.95481457366579,40.07838154178935,39.22070417679506,38.38138110741165,37.56001955171303,36.756235133306376,35.96965170145362,35.19990115504252,34.44662327032461,33.709465532339664,32.98808296994759,32.282137994390716,31.591300241310755,30.915246416146704,30.25366014284117,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,29.606231815784366,TRUE,FALSE,FALSE
SHAPE_Gini,society,COG,Gini,NA,45.632988,44.501289897599996,43.397657908139514,42.321395992017656,41.27182537141561,40.24828410220451,39.25012665646983,38.27672351538938,37.327460772207715,36.401739745056965,35.49897659937955,34.61860197971494,33.760060650618,32.92281114648267,32.10632543004991,31.310088559384663,30.533598363111924,29.776365123706746,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,29.037911268638815,TRUE,FALSE,FALSE
SHAPE_Gini,innovation,CRI,Gini,NA,43.418301,42.6541389024,41.903426057717766,41.16592575910193,40.44140546574174,39.72963672954469,39.030395123104704,38.343460168938066,37.66861526996476,37.00564764121338,36.35434824272802,35.714511713656016,35.085936307495665,34.46842382848374,33.86177956910243,33.26581224868623,32.680333953109354,32.105160075534634,31.540109258205227,30.985003335260814,30.43966727656023,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,FALSE,FALSE
SHAPE_Gini,service,CRI,Gini,NA,43.418301,42.4891493586,41.57988156232596,40.69007209689219,39.81930455401869,38.967171436562694,38.13327396782025,37.317221904908905,36.51863335614386,35.73713460232238,34.97235992183268,34.22395141950546,33.49155885912804,32.7748394995427,32.073457934252495,31.38708593445949,30.715402295462056,30.05809268633917,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,FALSE,FALSE
SHAPE_Gini,society,CRI,Gini,NA,43.418301,42.341527135199996,41.291457262247036,40.267429122143305,39.26879687991415,38.29493071729228,37.34521643550343,36.419055067902946,35.51586250221895,34.63506911216392,33.77611939818225,32.93847163710733,32.12159754050707,31.324981921502488,30.548122369849228,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,FALSE,FALSE
SHAPE_Gini,innovation,CIV,Gini,NA,48.727535,47.86993038400001,47.02741960924161,46.19973702411895,45.38662165249446,44.587817111410565,43.803071530249746,43.03213747131735,42.274771851822166,41.5307358672301,40.79979491596685,40.08171852544584,39.37628027939799,38.683257746480585,38.00243241014253,37.33358959972403,36.676518422768886,36.031011698528154,35.39686589263406,34.7738810529237,34.16186074639225,33.56061199725575,32.969945226104045,32.389674190124616,31.81961592437843,31.25959068410937,30.709421888069045,30.16893606283903,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,FALSE,FALSE
SHAPE_Gini,service,CIV,Gini,NA,48.727535,47.68476575100001,46.6643117639286,45.66569549218054,44.68844960864787,43.73211678702281,42.79624948778052,41.880409748742025,40.984168980118945,40.1071077639444,39.24881565779599,38.40889100271916,37.58694073526097,36.78258020352638,35.99543298717092,35.225130721245456,34.47131292381081,33.73362682724126,33.0117272131383,32.30527625077714,31.613943339010508,30.937404951555685,30.27534448559239,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,FALSE,FALSE
SHAPE_Gini,society,CIV,Gini,NA,48.727535,47.519092132000004,46.3406186471264,45.191371304677666,44.07062529632165,42.97767378897288,41.91182747900635,40.87241415752699,39.85877828642032,38.87028058491709,37.906297626411146,36.96622144527615,36.0494591534333,35.155432566428146,34.28357783878073,33.433345108378965,32.604198149691165,31.795614035578822,31.007082807496467,30.238107153870555,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,FALSE,FALSE
SHAPE_Gini,innovation,HRV,Gini,NA,31.768972,31.209838092800002,30.660544942366727,30.12091935138107,29.590791170796766,29.069993246190744,28.55836136505779,28.055734205032774,27.5619532830242,27.076862905242976,26.6003101181107,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,TRUE,FALSE,FALSE
SHAPE_Gini,service,HRV,Gini,NA,31.768972,31.0891159992,30.423808916817123,29.77273940599724,29.135602782708897,28.51210088315893,27.901941924259326,27.30484036708018,26.720516783224664,26.148697724063656,25.589115592768692,25.041508519083447,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,TRUE,FALSE,FALSE
SHAPE_Gini,society,HRV,Gini,NA,31.768972,30.9811014944,30.21277017733888,29.463493476940872,28.732798838712736,28.020225427512663,27.325323836910346,26.64765580575497,25.986793941772245,25.342321452016293,24.713831880006286,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,24.588140733229512,TRUE,FALSE,FALSE
SHAPE_Gini,innovation,CYP,Gini,NA,32.429966,31.859198598400003,31.298476703068165,30.747623513094165,30.20646533926371,29.67483154929267,29.152554514025123,28.63946955457828,28.135414890417707,27.640231588346353,27.153763512391457,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,26.764252792230256,TRUE,FALSE,FALSE
SHAPE_Gini,service,CYP,Gini,NA,32.429966,31.735964727600003,31.05681508242936,30.392199239665377,29.741806175936535,29.105331523771497,28.482477429162785,27.872952412178705,27.27647123055808,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,26.705738056929615,TRUE,FALSE,FALSE
SHAPE_Gini,society,CYP,Gini,NA,32.429966,31.6257028432,30.841385412688638,30.076519054453957,29.330621381903498,28.60322197163229,27.89386206673581,27.20209428748076,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,26.658791164310184,TRUE,FALSE,FALSE
SHAPE_Gini,innovation,CZE,Gini,NA,27.593084,27.1074457216,26.630354676899845,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,FALSE,FALSE,FALSE
SHAPE_Gini,service,CZE,Gini,NA,27.593084,27.0025920024,26.424736533548643,25.859247171730704,25.305859282255664,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,FALSE,FALSE,FALSE
SHAPE_Gini,society,CZE,Gini,NA,27.593084,26.9087755168,26.24143788398336,25.59065022446057,24.956002098893947,24.337093246841377,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,FALSE,FALSE,FALSE
SHAPE_Gini,innovation,DNK,Gini,NA,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,FALSE,FALSE,FALSE
SHAPE_Gini,service,DNK,Gini,NA,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,FALSE,FALSE,FALSE
SHAPE_Gini,society,DNK,Gini,NA,24.335772,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,FALSE,FALSE,FALSE
SHAPE_Gini,innovation,DMA,Gini,NA,48.537525,47.683264560000005,46.84403910374401,46.01958401551811,45.209639336844994,44.413949684516524,43.63226417006904,42.864336320675825,42.109924001431935,41.36878933900674,40.64069864664022,39.92542235045936,39.222734917091266,38.53241478255046,37.85424428237758,37.188009583007734,36.5335006143468,35.8905110035343,35.2588380098721,34.63828246089835,34.02864868958654,33.42974447264982,32.84138096993119,32.2633726648604,31.695537305958858,31.137695849373983,30.589672402425002,30.051294168142324,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,TRUE,FALSE
SHAPE_Gini,service,DMA,Gini,NA,48.537525,47.498821965000005,46.482347174949005,45.4876249454051,44.51418977157343,43.56158611046176,42.629368167697876,41.717099688909144,40.82435375556649,39.950712585197365,39.09576733587414,38.25911791488644,37.44037279150787,36.6391488137696,35.855071029154935,35.08777250913102,34.33689417743562,33.6020846420385,32.883000030698874,32.17930383004192,31.49066672807902,30.816766460098133,30.15728765785203,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,TRUE,FALSE
SHAPE_Gini,society,DMA,Gini,NA,48.537525,47.33379438,46.159916279376,45.01515035564747,43.89877462682741,42.81008501608209,41.748394907683256,40.71303471397271,39.70335145306618,38.71870833703014,37.75848437027179,36.822073957889046,35.90888652373339,35.0183461379448,34.14989115372378,33.302973853111425,32.47706010155426,31.671629011035712,30.88617261156202,30.120195530795286,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,TRUE,FALSE
SHAPE_Gini,innovation,DOM,Gini,NA,50.952999,50.0562262176,49.17523663617025,48.30975247137365,47.45950082787748,46.624213613306836,45.803627453712636,44.9974836105273,44.20552789898202,43.42751060795994,42.663186421259844,41.91231434024568,41.17465760785735,40.449983633959064,39.73806392200139,39.03867399697417,38.351593334627424,37.67660529193798,37.013497038799876,36.362059490917,35.722087243876864,35.09337850838463,34.47573504663706,33.86896210981625,33.27286837668349,32.687265893253866,32.11197001353259,31.54679934129442,30.991575672887638,30.44612394104482,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,FALSE,FALSE
