Model,Scenario,Region,Variable,Unit,tgt.achieved,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Base gini imputed,Share of final consumption among GDP imputed
SHAPE_Gini,service,CHL,Gini,NA,TRUE,54.839699,49.21767787418711,44.17201150807278,39.6436135336777,35.579454961437946,31.931943193765544,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,CHL,Gini,NA,TRUE,54.839699,48.36860092158288,42.66109402079957,37.627074349371966,33.18707024725829,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,CHN,Gini,NA,TRUE,44.944190999999996,41.125892547782364,37.63198313774836,34.4349038317988,31.509437001097133,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,CHN,Gini,NA,TRUE,44.944190999999996,40.336631223193606,36.20142630748248,32.4901516798587,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,CHN,Gini,NA,TRUE,44.944190999999996,39.640765318978076,34.96314518319609,29.833583872526187,29.833583872526187,29.833583872526187,29.833583872526187,29.833583872526187,29.833583872526187,29.833583872526187,29.833583872526187,29.833583872526187,29.833583872526187,29.833583872526187,29.833583872526187,29.833583872526187,29.833583872526187,FALSE,FALSE
SHAPE_Gini,innovation,COL,Gini,NA,TRUE,54.024551,49.4348174910566,45.23501140017019,41.39200588216416,37.87548843068639,34.65772178200255,31.713325131551997,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,COL,Gini,NA,TRUE,54.024551,48.48609669457874,43.51543009910511,39.0543431169172,35.05059499171225,31.457300551571034,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,COL,Gini,NA,TRUE,54.024551,47.64964058768268,42.02697118455156,37.067778165019426,32.69377115132576,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,COM,Gini,NA,TRUE,61.571423,56.34053411512193,51.554042926329934,47.17419498755701,43.16644333605656,39.49917599603914,36.14346663263002,33.072846389378775,30.263095109641718,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,COM,Gini,NA,TRUE,61.571423,55.25928330622885,49.59424750534128,44.5099762150517,39.94693099136347,35.851677114334805,32.176257850406806,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,COM,Gini,NA,TRUE,61.571423,54.30597982058525,47.89786073766417,42.24590129529397,37.26087446841484,32.86408204304612,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,COD,Gini,NA,TRUE,47.859947,43.793936299010454,40.07335939092841,36.668869450558965,33.553612854492094,30.70301736755549,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,COD,Gini,NA,TRUE,47.859947,42.95347161773567,38.54999513508914,34.59795143314513,31.05106081532845,29.8917627685428,29.8917627685428,29.8917627685428,29.8917627685428,29.8917627685428,29.8917627685428,29.8917627685428,29.8917627685428,29.8917627685428,29.8917627685428,29.8917627685428,29.8917627685428,FALSE,FALSE
SHAPE_Gini,society,COD,Gini,NA,TRUE,47.859947,42.21246138807413,37.23138047853771,32.838068351286935,28.96316814428647,28.96316814428647,28.96316814428647,28.96316814428647,28.96316814428647,28.96316814428647,28.96316814428647,28.96316814428647,28.96316814428647,28.96316814428647,28.96316814428647,28.96316814428647,28.96316814428647,FALSE,FALSE
SHAPE_Gini,innovation,COG,Gini,NA,TRUE,45.632988,41.756171806991524,38.20871611508311,34.96263962872596,31.992338243619102,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,COG,Gini,NA,TRUE,45.632988,40.95481457366579,36.756235133306376,32.98808296994759,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,COG,Gini,NA,TRUE,45.632988,40.24828410220451,35.49897659937955,31.310088559384663,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
