Model,Scenario,Region,Variable,Unit,tgt.achieved,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Base gini imputed,Share of final consumption among GDP imputed
SHAPE_Gini,innovation,CRI,Gini,NA,TRUE,43.418301,39.72963672954469,36.35434824272802,33.26581224868623,30.43966727656023,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,CRI,Gini,NA,TRUE,43.418301,38.967171436562694,34.97235992183268,31.38708593445949,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,CRI,Gini,NA,TRUE,43.418301,38.29493071729228,33.77611939818225,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,CIV,Gini,NA,TRUE,48.727535,44.587817111410565,40.79979491596685,37.33358959972403,34.16186074639225,31.25959068410937,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,CIV,Gini,NA,TRUE,48.727535,43.73211678702281,39.24881565779599,35.225130721245456,31.613943339010508,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,CIV,Gini,NA,TRUE,48.727535,42.97767378897288,37.906297626411146,33.433345108378965,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,HRV,Gini,NA,TRUE,31.768972,29.069993246190744,26.6003101181107,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,FALSE,FALSE
SHAPE_Gini,service,HRV,Gini,NA,TRUE,31.768972,28.51210088315893,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,FALSE,FALSE
SHAPE_Gini,society,HRV,Gini,NA,TRUE,31.768972,28.020225427512663,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,FALSE,FALSE
SHAPE_Gini,innovation,CYP,Gini,NA,TRUE,32.429966,29.67483154929267,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,FALSE,FALSE
SHAPE_Gini,service,CYP,Gini,NA,TRUE,32.429966,29.105331523771497,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,FALSE,FALSE
SHAPE_Gini,society,CYP,Gini,NA,TRUE,32.429966,28.60322197163229,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,FALSE,FALSE
SHAPE_Gini,innovation,CZE,Gini,NA,FALSE,27.593084,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,FALSE,FALSE
SHAPE_Gini,service,CZE,Gini,NA,FALSE,27.593084,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,FALSE,FALSE
SHAPE_Gini,society,CZE,Gini,NA,FALSE,27.593084,24.337093246841377,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,FALSE,FALSE
SHAPE_Gini,innovation,DNK,Gini,NA,FALSE,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,FALSE,FALSE
SHAPE_Gini,service,DNK,Gini,NA,FALSE,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,FALSE,FALSE
SHAPE_Gini,society,DNK,Gini,NA,FALSE,24.335772,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,FALSE,FALSE
SHAPE_Gini,innovation,DMA,Gini,NA,TRUE,48.537525,44.413949684516524,40.64069864664022,37.188009583007734,34.02864868958654,31.137695849373983,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,TRUE,TRUE
SHAPE_Gini,service,DMA,Gini,NA,TRUE,48.537525,43.56158611046176,39.09576733587414,35.08777250913102,31.49066672807902,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,TRUE,TRUE
SHAPE_Gini,society,DMA,Gini,NA,TRUE,48.537525,42.81008501608209,37.75848437027179,33.302973853111425,29.37321468163156,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,TRUE,TRUE
SHAPE_Gini,innovation,DOM,Gini,NA,TRUE,50.952999,46.624213613306836,42.663186421259844,39.03867399697417,35.722087243876864,32.687265893253866,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,DOM,Gini,NA,TRUE,50.952999,45.729432094544826,41.04137147431864,36.833918449075846,33.05780239732338,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,DOM,Gini,NA,TRUE,50.952999,44.940532485213154,39.63753850984314,34.960299138339096,30.834975172301387,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,ECU,Gini,NA,TRUE,38.436932,35.171467104579044,32.18342448061375,29.449235319629846,29.449235319629846,29.449235319629846,29.449235319629846,29.449235319629846,29.449235319629846,29.449235319629846,29.449235319629846,29.449235319629846,29.449235319629846,29.449235319629846,29.449235319629846,29.449235319629846,29.449235319629846,FALSE,FALSE
SHAPE_Gini,service,ECU,Gini,NA,TRUE,38.436932,34.49647923209852,30.95999127637463,28.8689851236531,28.8689851236531,28.8689851236531,28.8689851236531,28.8689851236531,28.8689851236531,28.8689851236531,28.8689851236531,28.8689851236531,28.8689851236531,28.8689851236531,28.8689851236531,28.8689851236531,28.8689851236531,FALSE,FALSE
SHAPE_Gini,society,ECU,Gini,NA,TRUE,38.436932,33.901364494324056,29.900995078821992,28.841716748144176,28.841716748144176,28.841716748144176,28.841716748144176,28.841716748144176,28.841716748144176,28.841716748144176,28.841716748144176,28.841716748144176,28.841716748144176,28.841716748144176,28.841716748144176,28.841716748144176,28.841716748144176,FALSE,FALSE
SHAPE_Gini,innovation,EGY,Gini,NA,TRUE,36.221001,33.143793712943186,30.328015001190398,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,EGY,Gini,NA,TRUE,36.221001,32.50771962659039,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,EGY,Gini,NA,TRUE,36.221001,31.946913901720254,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,SLV,Gini,NA,TRUE,41.751915,38.204820951258036,34.95907538415148,31.98907680457387,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,SLV,Gini,NA,TRUE,41.751915,37.47161892884278,33.630127507885774,30.182455643145687,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,SLV,Gini,NA,TRUE,41.751915,36.82517867843968,32.479798464310164,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,GNQ,Gini,NA,TRUE,49.411106,45.21331435297355,41.372152138849195,37.85732139071802,34.64109814906964,31.698113783287834,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GNQ,Gini,NA,TRUE,49.411106,44.34560989321465,39.799415070797586,35.71928413639876,32.057437450957494,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GNQ,Gini,NA,TRUE,49.411106,43.580583241494985,38.43806361405618,33.90236257764105,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,EST,Gini,NA,TRUE,34.905384,31.939946849262054,29.226442680982537,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,FALSE,FALSE
SHAPE_Gini,service,EST,Gini,NA,TRUE,34.905384,31.3269762072692,28.115417331916777,27.557461852470066,27.557461852470066,27.557461852470066,27.557461852470066,27.557461852470066,27.557461852470066,27.557461852470066,27.557461852470066,27.557461852470066,27.557461852470066,27.557461852470066,27.557461852470066,27.557461852470066,27.557461852470066,FALSE,FALSE
SHAPE_Gini,society,EST,Gini,NA,TRUE,34.905384,30.786540033901428,27.153720676988264,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,FALSE,FALSE
SHAPE_Gini,innovation,SWZ,Gini,NA,TRUE,57.091419,52.241135304769884,47.80291444378488,43.74174902571794,40.02560576257208,36.62517280045019,33.513628516203035,30.666429956290933,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,SWZ,Gini,NA,TRUE,57.091419,51.23855748592357,45.98571587856827,41.271381721574805,37.04034865317336,33.24306992201884,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,SWZ,Gini,NA,TRUE,57.091419,50.354617403313505,44.41276006529253,39.17204336632386,34.5497325371654,30.47285553185805,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,ETH,Gini,NA,TRUE,38.640999,35.35819729880033,32.35429074235091,29.60558539210626,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,FALSE,FALSE
SHAPE_Gini,service,ETH,Gini,NA,TRUE,38.640999,34.67962582214002,31.12436216164185,27.933574743202485,26.341456236410778,26.341456236410778,26.341456236410778,26.341456236410778,26.341456236410778,26.341456236410778,26.341456236410778,26.341456236410778,26.341456236410778,26.341456236410778,26.341456236410778,26.341456236410778,26.341456236410778,FALSE,FALSE
SHAPE_Gini,society,ETH,Gini,NA,TRUE,38.640999,34.08135153772969,30.05974360648154,26.5126864081987,26.34080708900339,26.34080708900339,26.34080708900339,26.34080708900339,26.34080708900339,26.34080708900339,26.34080708900339,26.34080708900339,26.34080708900339,26.34080708900339,26.34080708900339,26.34080708900339,26.34080708900339,FALSE,FALSE
SHAPE_Gini,innovation,FJI,Gini,NA,TRUE,48.30238,44.19878176652801,40.44381062890004,37.00784847027287,33.86379342356066,30.986846099814215,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,FJI,Gini,NA,TRUE,48.30238,43.350547554912325,38.9063638957483,34.91778620952757,31.33810697502663,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,FJI,Gini,NA,TRUE,48.30238,42.60268718438164,37.57555953413217,33.14163419298887,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,FIN,Gini,NA,FALSE,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,FALSE,FALSE
SHAPE_Gini,service,FIN,Gini,NA,FALSE,25.760578,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,FALSE,FALSE
SHAPE_Gini,society,FIN,Gini,NA,FALSE,25.760578,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,FALSE,FALSE
SHAPE_Gini,innovation,FRA,Gini,NA,FALSE,28.444317,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,FALSE,FALSE
SHAPE_Gini,service,FRA,Gini,NA,FALSE,28.444317,25.528280734313736,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,FALSE,FALSE
SHAPE_Gini,society,FRA,Gini,NA,FALSE,28.444317,25.087880541795016,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,FALSE,FALSE
SHAPE_Gini,innovation,GAB,Gini,NA,TRUE,47.664642,43.61522371646459,39.90982959312389,36.519232562159544,33.41668858337774,30.577725695022497,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GAB,Gini,NA,TRUE,47.664642,42.778188770592074,38.39268182256377,34.45676546600124,30.92434886070515,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GAB,Gini,NA,TRUE,47.664642,42.04020242649614,37.07944811713412,32.70406404619759,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,GMB,Gini,NA,TRUE,52.97142,48.471156751346356,44.353219845977115,40.58512819896622,37.13716020272023,33.98211929160883,31.09511942338949,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GMB,Gini,NA,TRUE,52.97142,47.5409299036866,42.66715931170513,38.29303481060546,34.36733400257017,30.844085674742598,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GMB,Gini,NA,TRUE,52.97142,46.72077930678565,41.20771576509314,36.34519508817525,32.05645305669936,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,GEO,Gini,NA,TRUE,41.928738,38.3666216987223,35.10713011617161,32.124553333681945,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GEO,Gini,NA,TRUE,41.928738,37.63031450182081,33.77255402979087,30.310280974132016,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GEO,Gini,NA,TRUE,41.928738,36.981136520599925,32.61735324242884,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,DEU,Gini,NA,FALSE,30.175303,27.611716690478975,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,FALSE,FALSE
SHAPE_Gini,service,DEU,Gini,NA,FALSE,30.175303,27.081810620623425,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,FALSE,FALSE
SHAPE_Gini,society,DEU,Gini,NA,FALSE,30.175303,26.61460976463132,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,FALSE,FALSE
SHAPE_Gini,innovation,GHA,Gini,NA,TRUE,48.291748,44.18905302339481,40.434908405146125,36.99970254775443,33.8563395496174,30.98002548046309,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GHA,Gini,NA,TRUE,48.291748,43.341005519476305,38.89780008458745,34.910100337672404,31.331209038457903,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GHA,Gini,NA,TRUE,48.291748,42.59330976301763,37.567288650814064,33.1343392759529,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,GRC,Gini,NA,TRUE,33.105152,30.292656150602475,27.719099935219575,27.556399281057445,27.556399281057445,27.556399281057445,27.556399281057445,27.556399281057445,27.556399281057445,27.556399281057445,27.556399281057445,27.556399281057445,27.556399281057445,27.556399281057445,27.556399281057445,27.556399281057445,27.556399281057445,FALSE,FALSE
SHAPE_Gini,service,GRC,Gini,NA,TRUE,33.105152,29.711299238021,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,FALSE,FALSE
SHAPE_Gini,society,GRC,Gini,NA,TRUE,33.105152,29.198735856233295,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,FALSE,FALSE
SHAPE_Gini,innovation,GRD,Gini,NA,TRUE,48.537525,44.413949684516524,40.64069864664022,37.188009583007734,34.02864868958654,31.137695849373983,30,30,30,30,30,30,30,30,30,30,30,TRUE,TRUE
SHAPE_Gini,service,GRD,Gini,NA,TRUE,48.537525,43.56158611046176,39.09576733587414,35.08777250913102,31.49066672807902,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,TRUE
SHAPE_Gini,society,GRD,Gini,NA,TRUE,48.537525,42.81008501608209,37.75848437027179,33.302973853111425,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,TRUE
SHAPE_Gini,innovation,GTM,Gini,NA,TRUE,53.898235,49.31923284869279,45.12924641750473,41.2952263158701,37.78693091177965,34.57668779461012,31.639175503222514,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GTM,Gini,NA,TRUE,53.898235,48.37273027733499,43.41368570758951,38.96302929174249,34.968642418761235,31.38374953998609,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GTM,Gini,NA,TRUE,53.898235,47.53822990700023,41.928706991811715,36.98110917138554,32.61732912042853,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,GIN,Gini,NA,TRUE,40.166233,36.753852848462444,33.63137636547672,30.77417436750888,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GIN,Gini,NA,TRUE,40.166233,36.04849686015862,32.35290015563237,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GIN,Gini,NA,TRUE,40.166233,35.42660754757812,31.24625907363828,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,GNB,Gini,NA,TRUE,56.301422,51.5182536372576,47.141446229063384,43.1364767954889,39.47175530606801,36.11837550685275,33.04988691631541,30.242086191667042,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GNB,Gini,NA,TRUE,56.301422,50.529548892211665,45.34939297359859,40.700292960479224,36.52780640378627,32.783072150564166,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GNB,Gini,NA,TRUE,56.301422,49.65784024517762,43.79820278456877,38.63000399709281,34.071653947891534,30.051190334648616,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,GUY,Gini,NA,TRUE,43.596664,39.89284664409182,36.50369242401272,33.4024686800402,30.564713864045284,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GUY,Gini,NA,TRUE,43.596664,39.12724913280741,35.11602687537694,31.516024531308958,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GUY,Gini,NA,TRUE,43.596664,38.4522468390707,33.9148721785874,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,HTI,Gini,NA,TRUE,60.312328,55.1884073435565,50.49979674335106,46.20951380684338,42.28371803389467,38.69144389277538,35.40435657308484,32.39652848903343,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,HTI,Gini,NA,TRUE,60.312328,54.1292674007258,48.580077846427635,43.5997765514433,39.13004259369609,35.118533958032025,31.51827459447072,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,HTI,Gini,NA,TRUE,60.312328,53.195458342752914,46.91838106954785,41.38200047085796,36.49891415544938,32.192033235923546,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,HND,Gini,NA,TRUE,57.04142,52.195384041798064,47.76105004522658,43.70344127741102,39.99055250417395,36.59309754208518,33.48427825759094,30.63957319115457,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,HND,Gini,NA,TRUE,57.04142,51.19368425137078,45.945442929524695,41.235237448918056,37.00790979590288,33.213956610734165,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,HND,Gini,NA,TRUE,57.04142,50.31051829770977,44.37386466508354,39.13773763298287,34.51947488886407,30.44616829355806,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,HKG,Gini,NA,TRUE,54.341419,49.72476551392413,45.50032647131903,41.63478072947145,38.097637991319566,34.86099830688509,31.899332006607462,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,HKG,Gini,NA,TRUE,54.341419,48.77048022397481,43.770659380041536,39.28340696595819,35.25617581984044,31.641805776078595,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,HKG,Gini,NA,TRUE,54.341419,47.92911808512154,42.273470268001724,37.2851902955079,32.885528596513566,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,HUN,Gini,NA,FALSE,27.066118,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,FALSE,FALSE
SHAPE_Gini,service,HUN,Gini,NA,FALSE,27.066118,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,FALSE,FALSE
SHAPE_Gini,society,HUN,Gini,NA,FALSE,27.066118,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,FALSE,FALSE
SHAPE_Gini,innovation,ISL,Gini,NA,FALSE,27.285984,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,FALSE,FALSE
SHAPE_Gini,service,ISL,Gini,NA,FALSE,27.285984,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,FALSE,FALSE
SHAPE_Gini,society,ISL,Gini,NA,FALSE,27.285984,24.06623112298074,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,FALSE,FALSE
SHAPE_Gini,innovation,IND,Gini,NA,TRUE,35.485001,32.47032165255683,29.711758729286807,29.231236423697677,29.231236423697677,29.231236423697677,29.231236423697677,29.231236423697677,29.231236423697677,29.231236423697677,29.231236423697677,29.231236423697677,29.231236423697677,29.231236423697677,29.231236423697677,29.231236423697677,29.231236423697677,FALSE,FALSE
SHAPE_Gini,service,IND,Gini,NA,TRUE,35.485001,31.84717240302882,28.58228438737371,28.58228438737371,28.58228438737371,28.58228438737371,28.58228438737371,28.58228438737371,28.58228438737371,28.58228438737371,28.58228438737371,28.58228438737371,28.58228438737371,28.58228438737371,28.58228438737371,28.58228438737371,28.58228438737371,FALSE,FALSE
SHAPE_Gini,society,IND,Gini,NA,TRUE,35.485001,31.297762084196872,28.47323499393974,28.47323499393974,28.47323499393974,28.47323499393974,28.47323499393974,28.47323499393974,28.47323499393974,28.47323499393974,28.47323499393974,28.47323499393974,28.47323499393974,28.47323499393974,28.47323499393974,28.47323499393974,28.47323499393974,FALSE,FALSE
SHAPE_Gini,innovation,IDN,Gini,NA,TRUE,40.59037,37.14195667900061,33.98650827634136,31.09913553560528,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,IDN,Gini,NA,TRUE,40.59037,36.42915245494086,32.694531944038054,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,IDN,Gini,NA,TRUE,40.59037,35.80069627642176,31.576205239730474,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,IRN,Gini,NA,TRUE,45.032211,41.20643468196064,37.70568269896161,34.502342140684476,31.571145991361004,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,IRN,Gini,NA,TRUE,45.032211,40.41562764522878,36.272324224937144,32.55378133003665,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,IRN,Gini,NA,TRUE,45.032211,39.718398937155264,35.03161801518065,30.897878403993538,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,IRQ,Gini,NA,TRUE,36.370998,33.28104750185864,30.453608196865293,27.866378068670688,27.303022096052363,27.303022096052363,27.303022096052363,27.303022096052363,27.303022096052363,27.303022096052363,27.303022096052363,27.303022096052363,27.303022096052363,27.303022096052363,27.303022096052363,27.303022096052363,27.303022096052363,FALSE,FALSE
SHAPE_Gini,service,IRQ,Gini,NA,TRUE,36.370998,32.64233933024876,29.29593290101924,27.18481308257016,27.18481308257016,27.18481308257016,27.18481308257016,27.18481308257016,27.18481308257016,27.18481308257016,27.18481308257016,27.18481308257016,27.18481308257016,27.18481308257016,27.18481308257016,27.18481308257016,27.18481308257016,FALSE,FALSE
SHAPE_Gini,society,IRQ,Gini,NA,TRUE,36.370998,32.07921121853147,28.293856341339747,27.113282140140708,27.113282140140708,27.113282140140708,27.113282140140708,27.113282140140708,27.113282140140708,27.113282140140708,27.113282140140708,27.113282140140708,27.113282140140708,27.113282140140708,27.113282140140708,27.113282140140708,27.113282140140708,FALSE,FALSE
SHAPE_Gini,innovation,IRL,Gini,NA,FALSE,31.574574,28.892110608154074,26.437539755684725,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,FALSE,FALSE
SHAPE_Gini,service,IRL,Gini,NA,FALSE,31.574574,28.337632052770445,25.43253284615029,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,FALSE,FALSE
SHAPE_Gini,society,IRL,Gini,NA,FALSE,31.574574,27.84876643970979,24.562605095274016,24,24,24,24,24,24,24,24,24,24,24,24,24,24,FALSE,FALSE
SHAPE_Gini,innovation,ISR,Gini,NA,TRUE,36.930943,33.79342156823505,30.922452786771615,28.2953912914495,26.23922853190435,26.23922853190435,26.23922853190435,26.23922853190435,26.23922853190435,26.23922853190435,26.23922853190435,26.23922853190435,26.23922853190435,26.23922853190435,26.23922853190435,26.23922853190435,26.23922853190435,FALSE,FALSE
SHAPE_Gini,service,ISR,Gini,NA,TRUE,36.930943,33.14488024750036,29.746954650498346,26.697375412769492,26.161409683680063,26.161409683680063,26.161409683680063,26.161409683680063,26.161409683680063,26.161409683680063,26.161409683680063,26.161409683680063,26.161409683680063,26.161409683680063,26.161409683680063,26.161409683680063,26.161409683680063,FALSE,FALSE
